Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Summary Score,SNP,Sanction Deduction
2014,H5810,MA-PD,Local CCP,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,"Molina Healthcare, Inc.,",3,Yes,No
2014,H5811,MA-PD,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,3.5,Yes,No
2014,H5813,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3.5,No,No
2014,H5817,MA-PD,Local CCP,"AMERIGROUP TEXAS, INC.",Amerigroup,"WellPoint, Inc.",3,Yes,No
2014,H5823,MA-PD,Local CCP,"MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare of Washington, Inc.","Molina Healthcare, Inc.,",3.5,Yes,No
2014,H5826,MA-PD,Local CCP,COMMUNITY HEALTH PLAN OF WASHINGTON,Community HealthFirst Medicare Advantage Plan,Community Health Plan of Washington,3.5,Yes,No
2014,H5832,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,No,No
2014,H5850,MA-PD,Local CCP,"COVENTRY SUMMIT HEALTH PLAN, INC.",Coventry Summit Health Plan,Aetna Inc.,3.5,Yes,No
2014,H5852,MA-PD,Local CCP,AIDS HEALTHCARE FOUNDATION,AHF,AIDS Healthcare Foundation,4,Yes,No
2014,H5854,MA-PD,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,No,No
2014,H5859,MA-PD,Local CCP,"HEALTH PLAN OF CAREOREGON, INC.",CareOregon Advantage,"CareOregon, Inc.",3.5,Yes,No
2014,H5868,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,No,No
2014,H5883,MA-PD,Local CCP,BLUE CARE NETWORK OF MICHIGAN,Blue Care Network,Blue Cross Blue Shield of Michigan,5,No,No
2014,H5887,MA-PD,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",2.5,Yes,No
2014,H5896,MA-PD,Local CCP,"AMERIGROUP MARYLAND, INC.",Amerigroup Community Care,"WellPoint, Inc.",2.5,Yes,No
2014,H5926,MA-PD,Local CCP,"MOLINA HEALTHCARE OF MICHIGAN, INC.",Molina Healthcare of Michigan,"Molina Healthcare, Inc.,",3,Yes,No
2014,H5928,MA-PD,Local CCP,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st Health Plan,3.5,Yes,No
2014,H5932,MA-PD,Local CCP,"GATEWAY HEALTH PLAN, INC.",Gateway Health  Medicare Assured,"Gateway Health Plan, LP",3.5,Yes,No
2014,H5938,MA-PD,Local CCP,CAPITAL HEALTH PLAN,Capital Health Plan,Blue Cross and Blue Shield of Florida,4,No,No
2014,H5943,MA-PD,Local CCP,SCAN HEALTH PLAN,VillageHealth,SCAN Health Plan,3,Yes,No
2014,H5950,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Not enough data available,No,No
2014,H5969,MA-PD,Local CCP,ALOHACARE,AlohaCare,AlohaCare,3,Yes,No
2014,H5970,MA-PD,Local CCP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,4,No,No
2014,H5985,MA-PD,Local CCP,ABRAZO ADVANTAGE HEALTH PLAN,Abrazo Advantage Health Plan,Vanguard Health Systems,3,Yes,No
2014,H5989,MA-PD,Local CCP,"CENTERLIGHT HEALTHCARE, INC.","CenterLight Healthcare, Inc.","CenterLight Health System, Inc.",4.5,Yes,No
2014,H5991,MA-PD,Local CCP,"AFFINITY HEALTH PLAN, INC.",Affinity Health Plan,Affinity Health Plan,3,Yes,No
2014,H5992,MA-PD,Local CCP,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",Senior Whole Health of New York,"SWH Holdings, Inc.",3.5,Yes,No
2014,H5995,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3.5,Yes,No
2014,H6080,MA-PD,Demo,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",Meridian Complete,"Caidan Enterprises, Inc.",Plan too new to be measured,No,No
2014,H6132,MA-PD,Local CCP,"SELECT HEALTH OF SOUTH CAROLINA, INC.","Select Health of South Carolina, Inc.",Independence Blue Cross,Plan too new to be measured,Yes,No
2014,H6169,MA-PD,PFFS,THE PYRAMID LIFE INSURANCE COMPANY,Universal American Corp.,Universal American Corp.,3,No,No
2014,H6178,MA-PD,Local CCP,CARESOURCE,CareSource,CareSource Management Group Co.,2.5,Yes,No
2014,H6181,MA-PD,Local CCP,"AMERIGROUP NEW YORK, LLC",HealthPlus Amerigroup,"WellPoint, Inc.",3.5,Yes,No
2014,H6229,MA-PD,Demo,"BLUE CROSS OF CALIFORNIA PARTNERSHIP PLAN, INC.",Anthem Blue Cross,"WellPoint, Inc.",Plan too new to be measured,No,No
2014,H6237,MA-PD,Local CCP,REGENCE BLUECROSS BLUESHIELD OF OREGON,Regence BlueCross Blueshield of Oregon,"Cambia Health Solutions, Inc.",Plan too new to be measured,No,No
2014,H6263,MA-PD,Demo,HEALTH INSURANCE PLAN OF GREATER NEW YORK,EmblemHealth Fully Integrated Dual Advantage HMO,"EmblemHealth, Inc.",Plan too new to be measured,No,No
2014,H6306,MA-PD,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",Plan too new to be measured,No,No
2014,H6308,MA-PD,Demo,"AGEWELL NEW YORK, LLC",AgeWell New York,"ParkerCare New York, LLC",Plan too new to be measured,No,No
2014,H6328,MA-PD,Local CCP,"CARE N' CARE INSURANCE COMPANY, INC.",Care NÆ Care Insurance Company,North Texas Specialty Physicians,3.5,No,No
2014,H6360,MA-PD,1876 Cost,KAISER FOUNDATION HP OF OHIO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",4.5,No,No
2014,H6411,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H6435,MA-PD,Demo,"ELDERSERVE HEALTH, INC.",ElderServe Star,Hebrew Home Holding Corp.,Plan too new to be measured,No,No
2014,H6528,MA-PD,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",3,Yes,No
2014,H6609,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4.5,No,No
2014,H6622,MA-PD,Local CCP,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP,Humana WisconsinHealth Organization Insurance Corp,Humana Inc.,4,No,No
2014,H6623,MA-PD,Local CCP,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,Maricopa Care Advantage,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,Plan too new to be measured,Yes,No
2014,H6681,MA-PD,Demo,"HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana Medical Plan of Michigan, Inc.",Humana Inc.,Plan too new to be measured,No,No
2014,H6743,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,4,No,No
2014,H6745,MA-PD,Local CCP,AMIDA CARE INC.,Amida Care,Amida Care Inc.,Plan too new to be measured,Yes,No
2014,H6750,MA-PD,Local CCP,"HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND, INC.","Harvard Pilgrim Health Care of New England, Inc.","Harvard Pilgrim Health Care, Inc.",Plan too new to be measured,No,No
2014,H6751,MA-PD,Demo,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,No,No
2014,H6786,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF MAINE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",Plan too new to be measured,No,No
2014,H6801,MA-PD,Local CCP,"AHS - TULSA OKLAHOMA HEALTH PLAN, INC.",Lovelace Medicare Plan,Ardent Health Services.,2,No,No
2014,H6815,MA-PD,Local CCP,HEALTH NET HEALTH PLAN OF OREGON,"Health Net Health Plan of Oregon, Inc.","Health Net, Inc.",3,Yes,No
2014,H6859,MA-PD,Local CCP,"HUMANA MEDICAL PLAN OF PENNSYLVANIA, INC.","Humana Medical Plan of Pennsylvania, Inc.",Humana Inc.,Plan too new to be measured,No,No
2014,H6864,MA-PD,Local CCP,"GUILDNET, INC.",GuildNet,Jewish Guild Healthcare,3.5,Yes,No
2014,H6870,MA-PD,Demo,"SUPERIOR HEALTH PLAN, INC.",Advantage by Superior HealthPlan,Centene Corporation,Plan too new to be measured,No,No
2014,H6881,MA-PD,Local CCP,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Holdings of N.C., LLC",Not enough data available,No,No
2014,H6923,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,No,No
2014,H6951,MA-PD,Local CCP,TRILLIUM COMMUNITY HEALTH PLAN,Trillium Advantage,"Agate Resources,  Inc.",Plan too new to be measured,No,No
2014,H6952,MA-PD,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN, INC",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2.5,Yes,No
2014,H6972,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,No,No
2014,H6974,MA-PD,Demo,"ALPHACARE OF NEW YORK, INC.","Alphacare of New York, Inc.","AlphaCare Holdings, LLC",Plan too new to be measured,No,No
2014,H6988,MA-PD,Local CCP,"CENTERS PLAN FOR HEALTHY LIVING, LLC",Advantage Care,"Centers Plan for Healthy Living, LLC",Plan too new to be measured,No,No
2014,H7002,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H7006,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,4.5,No,No
2014,H7015,MA-PD,Local CCP,"HEALTHFIRST HEALTH PLAN OF NEW JERSEY, INC.",Healthfirst NJ Medicare Plan,"HF Management Services, LLC",3,Yes,No
2014,H7020,MA-PD,Local CCP,"CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.",Cigna-Healthspring,CIGNA,Plan too new to be measured,No,No
2014,H7078,MA-PD,Demo,"MOLINA HEALTHCARE OF VIRGINIA, INC.",Molina Healthcare of Virginia,"Molina Healthcare, Inc.,",Plan too new to be measured,No,No
2014,H7086,MA-PD,Local CCP,COMMUNITY HEALTH GROUP,Community Health Group,Community Health Group,4,Yes,No
2014,H7149,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF NEBRASKA, INC.",Coventry Health Care,Aetna Inc.,3.5,No,No
2014,H7172,MA-PD,Demo,"AETNA BETTER HEALTH, INC. (OH)","Aetna Better Health of Ohio, MyCare Ohio",Aetna Inc.,Plan too new to be measured,No,No
2014,H7173,MA-PD,Local CCP,"PEACH STATE HEALTH PLAN, INC.",Advantage by Peach State,Centene Corporation,Not enough data available,Yes,No
2014,H7185,MA-PD,Demo,"CARILION CLINIC MEDICARE RESOURCES, LLC",Carilion Clinic Medicare Medicaid Plan,"Carilion Services, Inc.",Plan too new to be measured,No,No
2014,H7187,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,H7188,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H7200,MA-PD,Local CCP,"AMERIGROUP TENNESSEE, INC.",Amerigroup,"WellPoint, Inc.",3,Yes,No
2014,H7220,MA-PD,Local CCP,"INDIANA UNIVERSITY HEALTH PLANS, INC.",Indiana University Health Plans - Medicare,Indiana University Health,4,No,No
2014,H7245,MA-PD,Local CCP,PREMERA BLUE CROSS,Premera Blue Cross Medicare Advantage,Premera,Plan too new to be measured,No,No
2014,H7292,MA-PD,Local CCP,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),Alameda Alliance for Health,Alameda Alliance for Health,3.5,Yes,No
2014,H7301,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Aetna Inc.,4.5,No,No
2014,H7306,MA-PD,Local CCP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,3,No,No
2014,H7419,MA-PD,Demo,"NETWORK HEALTH, LLC",Network Health Unify,"Tufts Associated HMO, Inc.",Plan too new to be measured,No,No
2014,H7475,MA-PD,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",3,Yes,No
2014,H7542,MA-PD,Demo,"ADVICARE, CORP.",Advicare,"Spartanburg Regional Health Services District, Inc",Plan too new to be measured,No,No
2014,H7678,MA-PD,Local CCP,"MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas, Inc.","Molina Healthcare, Inc.,",3,Yes,No
2014,H7728,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",Plan too new to be measured,No,No
2014,H7787,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,2.5,No,No
2014,H7811,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,No,No
2014,H7833,MA-PD,Demo,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC","UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC","UnitedHealth Group, Inc.",Plan too new to be measured,No,No
2014,H7844,MA-PD,Demo,"MOLINA HEALTHCARE OF MICHIGAN, INC.",Molina Healthcare of Michigan,"Molina Healthcare, Inc.,",Plan too new to be measured,No,No
2014,H7885,MA-PD,Demo,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,Health Plan of San Mateo,Plan too new to be measured,No,No
2014,H7890,MA-PD,Demo,SANTA CLARA COUNTY HEALTH AUTHORITY,Santa Clara Family Health Plan Cal MediConnect,SANTA CLARA COUNTY HEALTH AUTHORITY,Plan too new to be measured,No,No
2014,H7908,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,No,No
2014,H7917,MA-PD,Local CCP,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,3.5,No,No
2014,H7949,MA-PD,Local CCP,"PACIFICARE OF NEVADA, INC.",SecureHorizons by UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,H7971,MA-PD,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.",Horizon Blue Cross Blue Shield of New Jersey,"Horizon Healthcare Services, Inc.",Plan too new to be measured,No,No
2014,H8016,MA-PD,Demo,ORANGE COUNTY HEALTH AUTHORITY,CalOptima,Orange County Health Authority,Plan too new to be measured,No,No
2014,H8026,MA-PD,Demo,"COVENTRY CARES OF MICHIGAN, INC.",CoventryCares of Michigan Advantra,Aetna Inc.,Plan too new to be measured,No,No
2014,H8029,MA-PD,Demo,"ELDERPLAN, INC.","Elderplan, Inc.","Elderplan, Inc.",Plan too new to be measured,No,No
2014,H8046,MA-PD,Demo,"MOLINA HEALTHCARE OF ILLINOIS, INC.",Molina Healthcare of Illinois,"Molina Healthcare, Inc.,",Plan too new to be measured,No,No
2014,H8050,MA-PD,Local CCP,"CARILION CLINIC MEDICARE RESOURCES, LLC",Carilion Clinic Medicare Health Plan,"Carilion Services, Inc.",3,No,No
2014,H8056,MA-PD,Demo,"AETNA BETTER HEALTH, INC. (NY)",Aetna Better Health of New York,Aetna Inc.,Plan too new to be measured,No,No
2014,H8064,MA-PD,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",Plan too new to be measured,No,No
2014,H8066,MA-PD,Demo,REGENCE BLUESHIELD,Regence Blue Shield,"Cambia Health Solutions, Inc.",Plan too new to be measured,No,No
2014,H8091,MA-PD,Local CCP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,Not enough data available,No,No
2014,H8130,MA-PD,Local CCP,"MOLINA HEALTHCARE OF FLORIDA, INC.",Molina Healthcare of Florida,"Molina Healthcare, Inc.,",3,Yes,No
2014,H8145,MA-PD,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,No,No
2014,H8146,MA-PD,Local CCP,"SECURITYCARE OF TENNESSEE, INC.",BlueChoice Tennessee,BlueCross BlueShield of Tennessee,Plan too new to be measured,No,No
2014,H8150,MA-PD,Demo,"INTEGRA MLTC, INC",Integra Health Plan,Personal Touch Holding Corp.,Plan too new to be measured,No,No
2014,H8189,MA-PD,Local CCP,"MANAGED HEALTH SERVICES, WISCONSIN",Advantage by Managed Health Services,Centene Corporation,2.5,Yes,No
2014,H8197,MA-PD,Demo,"MOLINA HEALTHCARE OF TEXAS, INC.",Molina Healthcare of Texas,"Molina Healthcare, Inc.,",Plan too new to be measured,No,No
2014,H8213,MA-PD,Demo,"SELECT HEALTH OF SOUTH CAROLINA, INC.",FIRST CHOICE VIP CARE PLUS,Independence Blue Cross,Plan too new to be measured,No,No
2014,H8237,MA-PD,Local CCP,INSURANCE COMPANY OF SCOTT AND WHITE,Vital Traditions,Scott and White Healthcare,Plan too new to be measured,Yes,No
2014,H8258,MA-PD,Demo,LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY,L.A. Care Complete Choice,Local Initiative Health Authority for LA County,Plan too new to be measured,No,No
2014,H8266,MA-PD,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",Plan too new to be measured,No,No
2014,H8393,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,4,No,No
2014,H8417,MA-PD,Demo,"AMERIGROUP NEW YORK, LLC",HealthPlus Amerigroup,"WellPoint, Inc.",Plan too new to be measured,No,No
2014,H8420,MA-PD,Demo,"CENTERLIGHT HEALTHCARE, INC.",CenterLight Healthcare,"CenterLight Health System, Inc.",Plan too new to be measured,No,No
2014,H8423,MA-PD,Demo,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,No,No
2014,H8432,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF MAINE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",Plan too new to be measured,No,No
2014,H8452,MA-PD,Demo,CARESOURCE,CareSource û HumanaÖ MyCare Ohio,CareSource Management Group Co.,Plan too new to be measured,No,No
2014,H8490,MA-PD,Demo,VNS CHOICE,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,Plan too new to be measured,No,No
2014,H8491,MA-PD,Local CCP,"AMERIHEALTH DISTRICT OF COLUMBIA, INC.",AmeriHealth Caritas VIP Plans,Independence Blue Cross,Plan too new to be measured,Yes,No
2014,H8552,MA-PD,Local CCP,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,Anthem Blue Cross Life and Health Insurance Co.,"WellPoint, Inc.",3,No,No
2014,H8554,MA-PD,Local CCP,VALLEY BAPTIST INSURANCE COMPANY,Valley Baptist Health Plans,"Vanguard Health System, Inc.",Plan too new to be measured,No,No
2014,H8578,MA-PD,Local CCP,"HEALTH NEW ENGLAND, INC.",HNE Medicare Advantage Plans,"Baystate Health, Inc.",4,No,No
2014,H8583,MA-PD,Demo,"UNITEDHEALTHCARE COMMUNITY PLAN, INC","UnitedHealthcare Community Plan, Inc.","UnitedHealth Group, Inc.",Plan too new to be measured,No,No
2014,H8604,MA-PD,Local CCP,THP INSURANCE COMPANY,Health Plan SecureChoice,Health Plan of the Upper Ohio Valley,3.5,No,No
2014,H8634,MA-PD,Local CCP,HEALTH CARE SERVICE CORPORATION,"Blue Cross and Blue Shield of NM, OK",Health Care Service Corporation,Plan too new to be measured,No,No
2014,H8644,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H8649,MA-PD,Local CCP,"ALTIUS HEALTH PLANS, INC.",Altius Health Plans,Aetna Inc.,4.5,No,No
2014,H8677,MA-PD,Demo,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,"Molina Healthcare, Inc.,",Plan too new to be measured,No,No
2014,H8684,MA-PD,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,3.5,No,No
2014,H8707,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,No,No
2014,H8748,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,No,No
2014,H8764,MA-PD,Local CCP,ASPIRE HEALTH PLAN,Aspire Health Plan,Community Hospital Foundation,Plan too new to be measured,No,No
2014,H8786,MA-PD,Demo,"AMERIGROUP TEXAS, INC.",Amerigroup,"WellPoint, Inc.",Plan too new to be measured,No,No
2014,H8822,MA-PD,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,3,Yes,No
2014,H8824,MA-PD,Demo,AMIDA CARE INC.,Amida Care,Amida Care Inc.,Plan too new to be measured,No,No
2014,H8851,MA-PD,Demo,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",Senior Whole Health of New York,"SWH Holdings, Inc.",Plan too new to be measured,No,No
2014,H8870,MA-PD,Local CCP,"MOLINA HEALTHCARE OF ILLINOIS, INC.",Molina Healthcare of Illinois,"Molina Healthcare, Inc.,",Plan too new to be measured,Yes,No
2014,H8908,MA-PD,Local CCP,"HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana Medical Plan of Michigan, Inc.",Humana Inc.,Plan too new to be measured,No,No
2014,H8953,MA-PD,Local CCP,"HUMANA HEALTH PLAN OF OHIO, INC.","Humana Health Plan of Ohio, Inc.",Humana Inc.,3.5,Yes,No
2014,H8980,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,3.5,No,No
2014,H8991,MA-PD,Local CCP,"AMERIGROUP FLORIDA, INC.",Amerigroup,"WellPoint, Inc.",3,Yes,No
2014,H9001,MA-PD,Local CCP,FALLON COMMUNITY HEALTH PLAN,Fallon Senior Plan or NaviCare,Fallon Community Health Plan,3.5,Yes,No
2014,H9003,MA-PD,Local CCP,KAISER FOUNDATION HP OF THE N W,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,No,No
2014,H9011,MA-PD,Local CCP,"UNITEDHEALTHCARE OF FLORIDA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,No,No
2014,H9047,MA-PD,Local CCP,PROVIDENCE HEALTH PLAN,Providence Health Plans,Providence Health & Services,5,No,No
2014,H9082,MA-PD,Local CCP,"MOLINA HEALTHCARE OF NEW MEXICO, INC.","Molina Healthcare of New Mexico, Inc.","Molina Healthcare, Inc.,",3,Yes,No
2014,H9104,MA-PD,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,3,Yes,No
2014,H9110,MA-PD,Local CCP,REGENCE BLUECROSS BLUESHIELD OF UTAH,Regence BlueCross BlueShield of Utah,"Cambia Health Solutions, Inc.",Plan too new to be measured,No,No
2014,H9115,MA-PD,Demo,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,New York City Health and Hospitals Corporation,Plan too new to be measured,No,No
2014,H9122,MA-PD,Local CCP,"ALPHACARE OF NEW YORK, INC.","AlphaCare of New York, Inc.","AlphaCare Holdings, LLC",Plan too new to be measured,Yes,No
2014,H9190,MA-PD,Local CCP,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health  Medicare Assured,"Gateway Health Plan, LP",Plan too new to be measured,Yes,No
2014,H9207,MA-PD,Local CCP,"HEALTH PARTNERS OF PHILADELPHIA, INC.",Health Partners Medicare,"Health Partners of Philadelphia, Inc.",Plan too new to be measured,Yes,No
2014,H9264,MA-PD,Demo,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),Alliance Dual Demonstration,Alameda Alliance for Health,Plan too new to be measured,No,No
2014,H9285,MA-PD,Local CCP,"ATLANTIS HEALTH PLAN, INC.",EASY CHOICE HEALTH PLAN OF NEW YORK,"America?s 1st Choice NY Holdings, LLC",3,Yes,No
2014,H9302,MA-PD,Local CCP,"SOUNDPATH HEALTH, INC.",Soundpath Health,"Soundpath Health, Inc.",3.5,No,No
2014,H9345,MA-PD,Demo,VILLAGE SENIOR SERVICES CORPORATION,VillageCareMAX Full Advantage,"Village Care of New York, Inc.",Plan too new to be measured,No,No
2014,H9385,MA-PD,Local CCP,SCAN HEALTH PLAN ARIZONA,SCAN Health Plan Arizona,SCAN Health Plan,3.5,Yes,No
2014,H9412,MA-PD,Local CCP,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Gold,Geisinger Health System,Plan too new to be measured,No,No
2014,H9487,MA-PD,Demo,FIDELIS SECURECARE OF MICHIGAN,Fidelis SecureCare of Michigan,"Fidelis SeniorCare, Inc.",Plan too new to be measured,No,No
2014,H9503,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,No,No
2014,H9525,MA-PD,Local CCP,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",Plan too new to be measured,No,No
2014,H9547,MA-PD,Demo,"MCLAREN HEALTH PLAN, INC.",McLaren Health Plan,McLaren Health Care Corporation,Plan too new to be measured,No,No
2014,H9572,MA-PD,Local CCP,BLUE CROSS BLUE SHIELD OF MICHIGAN,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan,4.5,No,No
2014,H9615,MA-PD,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",4.5,No,No
2014,H9670,MA-PD,Local CCP,"UPMC HEALTH BENEFITS, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,3.5,No,No
2014,H9681,MA-PD,Demo,"COVENTRY HEALTH CARE OF THE CAROLINAS, INC.",CoventryCares Advantage,Aetna Inc.,Plan too new to be measured,No,No
2014,H9685,MA-PD,Local CCP,MERCY MARICOPA INTEGRATED CARE,Mercy Maricopa Advantage,Southwest Catholic Health Network,Plan too new to be measured,Yes,No
2014,H9699,MA-PD,Local CCP,"HMO PARTNERS, INC.",Health Advantage,USAble Mutual Insurance Company,Plan too new to be measured,No,No
2014,H9712,MA-PD,Demo,"MIDWEST HEALTH PLAN, INC.",Midwest Advantage Plus,Henry Ford Health System,Plan too new to be measured,No,No
2014,H9725,MA-PD,Local CCP,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC.",Cigna-Healthspring,CIGNA,Plan too new to be measured,No,No
2014,H9730,MA-PD,Local CCP,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Yes,No
